iter	Logloss
357	0.4616354364
358	0.4615006474
359	0.4613412716
360	0.4611526032
361	0.4609924234
362	0.4608467342
363	0.4607410457
364	0.4606281215
365	0.4604749192
366	0.4602858834
367	0.460168787
368	0.4600231214
369	0.4597558918
370	0.4596203
371	0.4594552379
372	0.4592800198
373	0.4591654053
374	0.4590322539
375	0.4588554617
376	0.4587076782
377	0.4585639444
378	0.4584052446
379	0.4582673258
380	0.4580869889
381	0.4579268979
382	0.4577333458
383	0.4575721949
384	0.4574378276
385	0.4572906192
386	0.4571296145
387	0.4569825511
388	0.456845467
389	0.4566861211
390	0.4565464962
391	0.4564224421
392	0.4562074425
393	0.455970859
394	0.4558388074
395	0.4556888635
396	0.4555600707
397	0.4554066999
398	0.4552809603
399	0.4551322407
400	0.4549294819
401	0.4548133901
402	0.4546800049
403	0.4545489871
404	0.4543771902
405	0.454247668
406	0.4540830659
407	0.4539109109
408	0.4537759603
409	0.453616257
410	0.4535154649
411	0.4533828329
412	0.4532272478
413	0.4530699035
414	0.452942081
415	0.4528209525
416	0.4526884255
417	0.4525617312
418	0.452411519
419	0.4522918027
420	0.4521441186
421	0.4520020105
422	0.4518985501
423	0.4517605782
424	0.4516026855
425	0.4514624909
426	0.4513103813
427	0.4511699018
428	0.4510443267
429	0.4508591976
430	0.4506853461
431	0.4505595553
432	0.4504485476
433	0.4502811699
434	0.4501479457
435	0.4500179673
436	0.4499005996
437	0.4497576386
438	0.4496014148
439	0.4494748141
440	0.44931046
441	0.4491918171
442	0.4490529706
443	0.4489184941
444	0.4488085675
445	0.4486775239
446	0.4485258953
447	0.4483689837
448	0.448268684
449	0.4481430248
450	0.4479654042
451	0.4478469719
452	0.4477320956
453	0.4476265739
454	0.4475094616
455	0.4473741752
456	0.4472458781
457	0.4471273379
458	0.4469953671
459	0.446861924
460	0.4467347091
461	0.4466075875
462	0.4464723889
463	0.4463305403
464	0.4462205457
465	0.4461054877
466	0.4459713495
467	0.445859072
468	0.445697347
469	0.4455860356
470	0.4454720368
471	0.4453582343
472	0.4452352279
473	0.4451026709
474	0.4449805153
475	0.4448822566
476	0.4447628928
477	0.4446674863
478	0.4445420174
479	0.4443851684
480	0.444269469
481	0.4441424307
482	0.4440104173
483	0.4439284688
484	0.4438388926
485	0.4437168053
486	0.4436104287
487	0.4434902299
488	0.4433837782
489	0.4432719787
490	0.4431810917
491	0.4430707622
492	0.4429506425
493	0.4428340864
494	0.4427322398
495	0.4425630184
496	0.4424324373
497	0.4422497767
498	0.4420833565
499	0.441943101
500	0.441807161
501	0.4416865779
502	0.4415566209
503	0.4414450669
504	0.4413350953
505	0.4412373488
506	0.4411215917
507	0.4410212172
508	0.4409119977
509	0.4407327601
510	0.4406478117
511	0.4405452092
512	0.4404323167
513	0.4403115882
514	0.4401980516
515	0.4400665922
516	0.4399484849
517	0.4397730421
518	0.4396621525
519	0.4395571349
520	0.439427213
521	0.4393137677
522	0.4392091822
523	0.4390848071
524	0.4389641469
525	0.4388289867
526	0.4387127823
527	0.4386242084
528	0.4384858732
529	0.4383623618
530	0.4382090574
531	0.4381057352
532	0.4380221423
533	0.4379191011
534	0.4377892183
535	0.4376783988
536	0.4375755029
537	0.4374772424
538	0.4373730007
539	0.4372681777
540	0.4371528236
541	0.4370415527
542	0.4369407559
543	0.4368498774
544	0.43673856
545	0.4366439962
546	0.4365163163
547	0.4363823393
548	0.4362714902
549	0.4361747848
550	0.4360634471
551	0.4359517334
552	0.4358507465
553	0.435741018
554	0.4356226821
555	0.4354820615
556	0.4353838266
557	0.4352957025
558	0.4351768085
559	0.4350571042
560	0.4349283617
561	0.434793947
562	0.4346827612
563	0.4345829392
564	0.4344772064
565	0.434370612
566	0.4342983571
567	0.4342270713
568	0.43413181
569	0.4340099976
570	0.4339064279
571	0.4338160401
572	0.4337256264
573	0.4336426168
574	0.4335341051
575	0.4334341757
576	0.433332672
577	0.4332158651
578	0.4331058704
579	0.4330101244
580	0.4328983593
581	0.4327912278
582	0.4327047609
583	0.4326244533
584	0.4325518421
585	0.4324476721
586	0.4323312303
587	0.4322549874
588	0.4321811149
589	0.4320732722
590	0.4319625492
591	0.4318563528
592	0.4317482124
593	0.4316426999
594	0.4315478275
595	0.4314702678
596	0.4313580532
597	0.4312501616
598	0.4311394586
599	0.4310492579
600	0.4309644251
601	0.4308510182
602	0.4307678917
603	0.4306852724
604	0.4305740431
605	0.4304546402
606	0.4303755179
607	0.4302837554
608	0.4301909861
609	0.4300982516
610	0.4300045186
611	0.4299194484
612	0.4298340076
613	0.4297543302
614	0.4296178864
615	0.429502877
616	0.429379467
617	0.4292875364
618	0.429189899
619	0.4291001263
620	0.428974355
621	0.4288638173
622	0.4287595637
623	0.4286239708
624	0.4285377814
625	0.4284449239
626	0.4283577073
627	0.4282628443
628	0.4281708225
629	0.4280854486
630	0.4279949565
631	0.4278777184
632	0.4277673339
633	0.4276644239
634	0.4275825647
635	0.427503688
636	0.4273994642
637	0.4273004972
638	0.4272176838
639	0.4271263507
640	0.4270110407
641	0.4269438902
642	0.4268473775
643	0.4267426251
644	0.4266483505
645	0.4265602666
646	0.4264449268
647	0.4263428581
648	0.4262319499
649	0.4261116546
650	0.4260363291
651	0.4259508963
652	0.4258679047
653	0.4257818192
654	0.4256741521
655	0.4255795174
656	0.4254266022
657	0.4252960142
658	0.4251990228
659	0.4251253675
660	0.4250256648
661	0.424930752
662	0.4248331908
663	0.4247208874
664	0.424635214
665	0.4245760848
666	0.4244537036
667	0.4243453166
668	0.4242579964
669	0.4241620518
670	0.4240540129
671	0.4239472947
672	0.4238593724
673	0.4237621418
674	0.4236420163
675	0.4235597159
676	0.4234759722
677	0.4234001828
678	0.4233121728
679	0.4232192367
680	0.4231390222
681	0.4230645085
682	0.4229430106
683	0.4228891158
684	0.4227720788
685	0.4226856552
686	0.4225897428
687	0.4224938162
688	0.4224017904
689	0.4222663205
690	0.4221651396
691	0.4220758732
692	0.4219549184
693	0.421851045
694	0.4217685607
695	0.4217008221
696	0.4216182674
697	0.4215521385
698	0.4214529695
699	0.4213794965
700	0.4212779789
701	0.4211827995
702	0.421098564
703	0.4209953573
704	0.4208968155
705	0.4208244457
706	0.4207071187
707	0.4206285576
708	0.4205449847
709	0.4204318926
710	0.4203588545
711	0.4202750495
712	0.4201849398
713	0.4201007958
714	0.4200231353
715	0.4199280694
716	0.4198300912
717	0.419767817
718	0.4196621633
719	0.4195920796
720	0.4195238981
721	0.419435772
722	0.4193591279
723	0.4192612867
724	0.4191601815
725	0.4190409792
726	0.4189513997
727	0.4188570094
728	0.4187553908
729	0.418644954
730	0.4185546778
731	0.4184600742
732	0.4183422553
733	0.4182216048
734	0.4181560391
735	0.4180509056
736	0.4179538042
737	0.4178768579
738	0.4177907354
739	0.4177117906
740	0.41763325
741	0.4175561284
742	0.4174671162
743	0.4173917101
744	0.4172973226
745	0.4172238908
746	0.4171511166
747	0.4170728996
748	0.4169992547
749	0.4169001067
750	0.4168269964
751	0.4167413852
752	0.4166678419
753	0.4165817845
754	0.4165028245
755	0.4164259181
756	0.4163378669
757	0.4162509103
758	0.4161827808
759	0.4161043321
760	0.4160129537
761	0.4159327644
762	0.4158530754
763	0.4157630502
764	0.415673007
765	0.4156022308
766	0.4155230204
767	0.4154562466
768	0.4153972809
769	0.4153112107
770	0.4152296909
771	0.4151521456
772	0.4150730067
773	0.4149773958
774	0.414897161
775	0.4148159498
776	0.4147462017
777	0.4146717293
778	0.4145739849
779	0.4144881369
780	0.4143899094
781	0.4143127441
782	0.4142008647
783	0.4141277862
784	0.4140762793
785	0.4140209804
786	0.4139345457
787	0.4138590425
788	0.4137743087
789	0.4136744744
790	0.4135749895
791	0.413498405
792	0.4134193159
793	0.4133376331
794	0.4132525965
795	0.4131707311
796	0.4130465485
797	0.4129356874
798	0.4128469727
799	0.4127600515
